time,open,high,low,close,tick_volume,spread,real_volume
2026-02-13 19:44:00,1.18759,1.18776,1.18759,1.18765,37,1,0
2026-02-13 19:45:00,1.18765,1.18773,1.1876,1.18773,42,1,0
2026-02-13 19:46:00,1.18773,1.18773,1.18763,1.18768,39,0,0
2026-02-13 19:47:00,1.18769,1.1877,1.18762,1.1877,27,0,0
2026-02-13 19:48:00,1.1877,1.18785,1.18768,1.18773,37,0,0
2026-02-13 19:49:00,1.18773,1.18774,1.18769,1.18773,38,0,0
2026-02-13 19:50:00,1.18773,1.18773,1.1877,1.18771,34,0,0
2026-02-13 19:51:00,1.18771,1.18791,1.18771,1.1879,64,0,0
2026-02-13 19:52:00,1.1879,1.18824,1.18789,1.1882,60,0,0
2026-02-13 19:53:00,1.1882,1.1882,1.18798,1.18804,38,0,0
2026-02-13 19:54:00,1.18805,1.18805,1.18773,1.1878,50,0,0
2026-02-13 19:55:00,1.1878,1.18786,1.18774,1.18774,40,0,0
2026-02-13 19:56:00,1.18772,1.18773,1.18758,1.1876,48,0,0
2026-02-13 19:57:00,1.1876,1.18768,1.1875,1.18763,45,0,0
2026-02-13 19:58:00,1.18764,1.18767,1.18754,1.18756,46,0,0
2026-02-13 19:59:00,1.18756,1.18758,1.18748,1.18749,44,0,0
2026-02-13 20:00:00,1.18751,1.18759,1.18751,1.18756,39,0,0
2026-02-13 20:01:00,1.18756,1.18773,1.18756,1.18759,48,0,0
2026-02-13 20:02:00,1.18759,1.18767,1.18758,1.18758,21,0,0
2026-02-13 20:03:00,1.18758,1.18765,1.18757,1.18765,25,0,0
2026-02-13 20:04:00,1.18765,1.18767,1.18753,1.18759,44,0,0
2026-02-13 20:05:00,1.18759,1.18762,1.1875,1.18759,46,0,0
2026-02-13 20:06:00,1.18759,1.18759,1.18751,1.18758,37,0,0
2026-02-13 20:07:00,1.18758,1.18759,1.1875,1.1875,33,0,0
2026-02-13 20:08:00,1.1875,1.18751,1.18744,1.1874500000000001,32,0,0
2026-02-13 20:09:00,1.1874500000000001,1.1874500000000001,1.18731,1.18736,61,0,0
2026-02-13 20:10:00,1.18736,1.18756,1.18732,1.1875499999999999,57,0,0
2026-02-13 20:11:00,1.1875499999999999,1.18757,1.18749,1.18751,25,0,0
2026-02-13 20:12:00,1.18751,1.18756,1.18748,1.18754,26,0,0
2026-02-13 20:13:00,1.18754,1.1875499999999999,1.18749,1.18754,28,0,0
2026-02-13 20:14:00,1.18754,1.18759,1.18751,1.18756,32,0,0
2026-02-13 20:15:00,1.18756,1.18759,1.18754,1.1875499999999999,45,0,0
2026-02-13 20:16:00,1.1875499999999999,1.18757,1.18751,1.18754,39,0,0
2026-02-13 20:17:00,1.18754,1.18754,1.18749,1.18749,34,0,0
2026-02-13 20:18:00,1.18749,1.1875,1.18741,1.18743,48,0,0
2026-02-13 20:19:00,1.18743,1.1874500000000001,1.18735,1.18743,65,0,0
2026-02-13 20:20:00,1.18743,1.18746,1.18736,1.18744,30,0,0
2026-02-13 20:21:00,1.18744,1.18746,1.18737,1.18739,49,0,0
2026-02-13 20:22:00,1.18739,1.18741,1.1873,1.1873,47,0,0
2026-02-13 20:23:00,1.18731,1.18744,1.18728,1.18742,29,0,0
2026-02-13 20:24:00,1.18742,1.1874500000000001,1.18739,1.18741,26,0,0
2026-02-13 20:25:00,1.18741,1.18752,1.18737,1.1875,34,0,0
2026-02-13 20:26:00,1.18746,1.18765,1.18744,1.18764,39,0,0
2026-02-13 20:27:00,1.18764,1.18771,1.18764,1.18765,22,0,0
2026-02-13 20:28:00,1.18765,1.18772,1.18764,1.18771,30,0,0
2026-02-13 20:29:00,1.18771,1.18771,1.18758,1.18764,69,0,0
2026-02-13 20:30:00,1.18764,1.18774,1.18763,1.18773,63,0,0
2026-02-13 20:31:00,1.18773,1.1878,1.18773,1.1877900000000001,28,0,0
2026-02-13 20:32:00,1.1877900000000001,1.18786,1.18778,1.1878199999999999,30,0,0
2026-02-13 20:33:00,1.1878199999999999,1.18789,1.18781,1.18783,30,0,0
2026-02-13 20:34:00,1.18783,1.18785,1.1877900000000001,1.1878,36,0,0
2026-02-13 20:35:00,1.1878,1.18783,1.1877,1.1877,28,0,0
2026-02-13 20:36:00,1.1877,1.1877,1.18759,1.18764,38,0,0
2026-02-13 20:37:00,1.18765,1.18773,1.18763,1.18766,33,0,0
2026-02-13 20:38:00,1.18766,1.1877,1.18762,1.18769,54,0,0
2026-02-13 20:39:00,1.18769,1.1877900000000001,1.18766,1.18772,30,0,0
2026-02-13 20:40:00,1.18772,1.18777,1.1877,1.18774,32,0,0
2026-02-13 20:41:00,1.18774,1.18778,1.18773,1.18776,25,0,0
2026-02-13 20:42:00,1.18777,1.18786,1.1877,1.18784,34,0,0
2026-02-13 20:43:00,1.18784,1.18788,1.18781,1.18786,23,0,0
2026-02-13 20:44:00,1.18786,1.18799,1.18784,1.18799,39,0,0
2026-02-13 20:45:00,1.18799,1.18804,1.18799,1.18801,60,0,0
2026-02-13 20:46:00,1.18801,1.18807,1.188,1.18801,22,0,0
2026-02-13 20:47:00,1.18801,1.18801,1.18797,1.188,22,0,0
2026-02-13 20:48:00,1.188,1.18803,1.18799,1.18801,12,0,0
2026-02-13 20:49:00,1.18801,1.18803,1.18791,1.18791,15,0,0
2026-02-13 20:50:00,1.18791,1.18791,1.18776,1.18776,31,0,0
2026-02-13 20:51:00,1.18776,1.18778,1.18769,1.1877,30,0,0
2026-02-13 20:52:00,1.1877,1.18774,1.1876,1.1876,34,0,0
2026-02-13 20:53:00,1.18761,1.18764,1.18749,1.1875499999999999,42,0,0
2026-02-13 20:54:00,1.1875499999999999,1.18761,1.18752,1.18759,40,0,0
2026-02-13 20:55:00,1.18759,1.18761,1.1875,1.18751,47,0,0
2026-02-13 20:56:00,1.18751,1.1875499999999999,1.18744,1.18751,60,0,0
2026-02-13 20:57:00,1.18751,1.18751,1.18734,1.18739,54,0,0
2026-02-13 20:58:00,1.18739,1.18739,1.18728,1.18731,44,0,0
2026-02-13 20:59:00,1.18732,1.18747,1.18723,1.18736,48,0,0
2026-02-13 21:00:00,1.18736,1.1875,1.18735,1.18746,54,1,0
2026-02-13 21:01:00,1.18746,1.18748,1.18737,1.18744,40,1,0
2026-02-13 21:02:00,1.18744,1.18746,1.18727,1.18729,41,1,0
2026-02-13 21:03:00,1.18729,1.18729,1.18706,1.18714,34,1,0
2026-02-13 21:04:00,1.18714,1.18719,1.18711,1.18712,24,0,0
2026-02-13 21:05:00,1.18712,1.18724,1.18712,1.18716,34,0,0
2026-02-13 21:06:00,1.18716,1.1872099999999999,1.18713,1.1871800000000001,48,0,0
2026-02-13 21:07:00,1.1871800000000001,1.18737,1.1871800000000001,1.18736,43,0,0
2026-02-13 21:08:00,1.18735,1.18744,1.18729,1.18732,30,0,0
2026-02-13 21:09:00,1.18733,1.18737,1.18729,1.18736,30,0,0
2026-02-13 21:10:00,1.18736,1.18737,1.1873,1.18731,23,0,0
2026-02-13 21:11:00,1.18731,1.18732,1.18722,1.18726,40,0,0
2026-02-13 21:12:00,1.18726,1.18733,1.1872099999999999,1.1872099999999999,32,0,0
2026-02-13 21:13:00,1.18719,1.18724,1.18716,1.1871800000000001,40,0,0
2026-02-13 21:14:00,1.1871800000000001,1.18719,1.18713,1.18714,23,0,0
2026-02-13 21:15:00,1.18714,1.18715,1.18709,1.18709,33,0,0
2026-02-13 21:16:00,1.18709,1.18719,1.18709,1.1871800000000001,27,0,0
2026-02-13 21:17:00,1.1871800000000001,1.1872,1.18709,1.18712,40,0,0
2026-02-13 21:18:00,1.18712,1.18715,1.18706,1.18709,32,0,0
2026-02-13 21:19:00,1.18709,1.1871,1.18708,1.18709,15,0,0
2026-02-13 21:20:00,1.18709,1.18738,1.18707,1.18735,41,0,0
2026-02-13 21:21:00,1.18735,1.18744,1.18734,1.18744,16,0,0
2026-02-13 21:22:00,1.18746,1.18746,1.18738,1.18743,21,0,0
2026-02-13 21:23:00,1.18743,1.18743,1.1874,1.18742,19,0,0
2026-02-13 21:24:00,1.18742,1.18742,1.18728,1.18733,32,0,0
2026-02-13 21:25:00,1.18733,1.18736,1.18731,1.18735,17,0,0
2026-02-13 21:26:00,1.18735,1.18735,1.18725,1.18726,19,0,0
2026-02-13 21:27:00,1.18725,1.18732,1.1872,1.18731,41,0,0
2026-02-13 21:28:00,1.18731,1.18735,1.1873,1.18731,39,0,0
2026-02-13 21:29:00,1.1873,1.18731,1.1871800000000001,1.18719,44,0,0
2026-02-13 21:30:00,1.18719,1.1872099999999999,1.18715,1.1871800000000001,29,0,0
2026-02-13 21:31:00,1.1871800000000001,1.18719,1.18714,1.18716,22,0,0
2026-02-13 21:32:00,1.18716,1.18719,1.18715,1.1871800000000001,25,0,0
2026-02-13 21:33:00,1.18716,1.18728,1.18715,1.18728,16,0,0
2026-02-13 21:34:00,1.18728,1.18733,1.18725,1.18726,26,0,0
2026-02-13 21:35:00,1.18725,1.18727,1.18724,1.18726,30,0,0
2026-02-13 21:36:00,1.18726,1.1873,1.18703,1.18703,42,0,0
2026-02-13 21:37:00,1.18703,1.18705,1.18701,1.18705,30,0,0
2026-02-13 21:38:00,1.18705,1.18715,1.18705,1.18711,41,0,0
2026-02-13 21:39:00,1.18711,1.18714,1.18708,1.18713,30,0,0
2026-02-13 21:40:00,1.18713,1.18713,1.18701,1.18701,32,0,0
2026-02-13 21:41:00,1.18701,1.18702,1.18686,1.18692,38,0,0
2026-02-13 21:42:00,1.18692,1.18695,1.18686,1.18689,28,1,0
2026-02-13 21:43:00,1.18689,1.18695,1.18689,1.1869,36,0,0
2026-02-13 21:44:00,1.1869,1.18692,1.18683,1.18691,44,0,0
2026-02-13 21:45:00,1.18691,1.18701,1.18689,1.187,53,0,0
2026-02-13 21:46:00,1.187,1.18703,1.18695,1.18699,38,0,0
2026-02-13 21:47:00,1.18699,1.187,1.18693,1.1869399999999999,21,0,0
2026-02-13 21:48:00,1.1869399999999999,1.187,1.18693,1.18699,30,0,0
2026-02-13 21:49:00,1.18699,1.18703,1.18698,1.18699,16,0,0
2026-02-13 21:50:00,1.18699,1.187,1.18695,1.18696,15,0,0
2026-02-13 21:51:00,1.18696,1.18696,1.18685,1.18685,16,0,0
2026-02-13 21:52:00,1.18685,1.18686,1.18678,1.18686,30,0,0
2026-02-13 21:53:00,1.18685,1.18686,1.1868,1.18685,26,0,0
2026-02-13 21:54:00,1.18685,1.18691,1.18683,1.18689,20,0,0
2026-02-13 21:55:00,1.18689,1.1869399999999999,1.18686,1.1869399999999999,22,0,0
2026-02-13 21:56:00,1.18693,1.1869399999999999,1.18688,1.1869,38,0,0
2026-02-13 21:57:00,1.18689,1.18692,1.18676,1.18678,27,0,0
2026-02-13 21:58:00,1.18677,1.18677,1.18668,1.1867,34,0,0
2026-02-13 21:59:00,1.18666,1.18675,1.18661,1.18665,55,0,0
2026-02-13 22:00:00,1.18665,1.18666,1.18645,1.18645,45,0,0
2026-02-13 22:01:00,1.18644,1.18663,1.18644,1.18656,48,1,0
2026-02-13 22:02:00,1.18656,1.18665,1.18654,1.18665,27,1,0
2026-02-13 22:03:00,1.18665,1.1867,1.18664,1.1867,19,1,0
2026-02-13 22:04:00,1.1867,1.18676,1.18669,1.18675,37,0,0
2026-02-13 22:05:00,1.18675,1.18677,1.18674,1.18676,26,0,0
2026-02-13 22:06:00,1.18676,1.18678,1.18672,1.18676,27,0,0
2026-02-13 22:07:00,1.18675,1.1868,1.18674,1.18675,23,0,0
2026-02-13 22:08:00,1.18675,1.18675,1.18659,1.18659,43,0,0
2026-02-13 22:09:00,1.18659,1.18665,1.18659,1.18664,27,0,0
2026-02-13 22:10:00,1.18664,1.18664,1.18659,1.18661,28,0,0
2026-02-13 22:11:00,1.18661,1.18663,1.18655,1.18663,21,0,0
2026-02-13 22:12:00,1.18663,1.18663,1.18654,1.18655,32,0,0
2026-02-13 22:13:00,1.18655,1.18655,1.1865,1.18653,20,0,0
2026-02-13 22:14:00,1.18653,1.18659,1.18651,1.1865700000000001,31,0,0
2026-02-13 22:15:00,1.1865700000000001,1.18664,1.18655,1.1865999999999999,46,0,0
2026-02-13 22:16:00,1.1865999999999999,1.18663,1.18659,1.18663,15,0,0
2026-02-13 22:17:00,1.18663,1.18663,1.1865700000000001,1.18658,19,0,0
2026-02-13 22:18:00,1.18658,1.18661,1.18654,1.1865700000000001,52,0,0
2026-02-13 22:19:00,1.1865700000000001,1.18661,1.18655,1.18661,32,0,0
2026-02-13 22:20:00,1.18663,1.18663,1.18656,1.18661,21,0,0
2026-02-13 22:21:00,1.18661,1.18663,1.1865700000000001,1.18663,43,0,0
2026-02-13 22:22:00,1.18663,1.18664,1.18661,1.18664,42,0,0
2026-02-13 22:23:00,1.18664,1.18669,1.18659,1.18668,31,0,0
2026-02-13 22:24:00,1.18668,1.18669,1.18658,1.18659,34,0,0
2026-02-13 22:25:00,1.18659,1.18664,1.1865700000000001,1.18659,27,0,0
2026-02-13 22:26:00,1.18659,1.18668,1.18659,1.18666,45,0,0
2026-02-13 22:27:00,1.18666,1.1867,1.18658,1.18658,45,0,0
2026-02-13 22:28:00,1.18658,1.1865999999999999,1.18653,1.18654,44,0,0
2026-02-13 22:29:00,1.18654,1.18664,1.18651,1.18661,41,0,0
2026-02-13 22:30:00,1.1865999999999999,1.18671,1.18659,1.1867,41,0,0
2026-02-13 22:31:00,1.1867,1.18681,1.18666,1.18679,27,0,0
2026-02-13 22:32:00,1.18677,1.18678,1.18669,1.1867,24,0,0
2026-02-13 22:33:00,1.1867,1.18672,1.1867,1.1867,9,0,0
2026-02-13 22:34:00,1.1867,1.18674,1.18667,1.18668,23,0,0
2026-02-13 22:35:00,1.18668,1.18676,1.18668,1.1867,27,0,0
2026-02-13 22:36:00,1.1867,1.18671,1.1865999999999999,1.18671,38,0,0
2026-02-13 22:37:00,1.18671,1.18674,1.18667,1.18669,32,0,0
2026-02-13 22:38:00,1.18668,1.18676,1.18665,1.18675,29,0,0
2026-02-13 22:39:00,1.18675,1.18675,1.18666,1.18671,35,0,0
2026-02-13 22:40:00,1.18671,1.18685,1.18668,1.1868400000000001,39,0,0
2026-02-13 22:41:00,1.1868400000000001,1.18687,1.18682,1.18686,29,0,0
2026-02-13 22:42:00,1.18686,1.18692,1.18681,1.18686,40,0,0
2026-02-13 22:43:00,1.18686,1.18692,1.18685,1.18692,18,0,0
2026-02-13 22:44:00,1.18692,1.18695,1.1869,1.18691,32,0,0
2026-02-13 22:45:00,1.18691,1.18691,1.18676,1.18676,44,0,0
2026-02-13 22:46:00,1.18676,1.18676,1.18667,1.18672,25,0,0
2026-02-13 22:47:00,1.18671,1.1868,1.18668,1.18677,26,0,0
2026-02-13 22:48:00,1.18677,1.18679,1.18673,1.18677,15,0,0
2026-02-13 22:49:00,1.18677,1.18699,1.18677,1.18692,35,0,0
2026-02-13 22:50:00,1.18691,1.18693,1.18681,1.18693,39,1,0
2026-02-13 22:51:00,1.18693,1.18695,1.18689,1.18695,19,1,0
2026-02-13 22:52:00,1.18695,1.18695,1.18689,1.18689,21,1,0
2026-02-13 22:53:00,1.18689,1.18701,1.18689,1.1869399999999999,26,0,0
2026-02-13 22:54:00,1.18696,1.18709,1.18696,1.18707,23,0,0
2026-02-13 22:55:00,1.18707,1.18746,1.18705,1.1874500000000001,68,0,0
2026-02-13 22:56:00,1.18739,1.18739,1.18725,1.18731,56,1,0
2026-02-13 22:57:00,1.1873,1.18747,1.18728,1.18739,47,1,0
2026-02-13 22:58:00,1.18739,1.18748,1.18732,1.18738,49,1,0
2026-02-13 22:59:00,1.18738,1.1874500000000001,1.18737,1.18744,43,1,0
2026-02-13 23:00:00,1.18744,1.18759,1.18736,1.18759,58,1,0
2026-02-13 23:01:00,1.18759,1.1876,1.18747,1.18759,49,1,0
2026-02-13 23:02:00,1.18759,1.1876,1.18754,1.18758,18,1,0
2026-02-13 23:03:00,1.18758,1.18758,1.1875,1.1875499999999999,23,0,0
2026-02-13 23:04:00,1.1875499999999999,1.1876,1.18753,1.18756,25,0,0
2026-02-13 23:05:00,1.18756,1.18766,1.18754,1.18764,38,0,0
2026-02-13 23:06:00,1.18764,1.18765,1.18762,1.18764,18,0,0
2026-02-13 23:07:00,1.18764,1.18764,1.18759,1.1876,30,0,0
2026-02-13 23:08:00,1.1876,1.18761,1.1875,1.1875499999999999,33,0,0
2026-02-13 23:09:00,1.1875499999999999,1.1875499999999999,1.18742,1.18743,24,0,0
2026-02-13 23:10:00,1.18743,1.18743,1.1874,1.18741,8,0,0
2026-02-13 23:11:00,1.18741,1.18742,1.18735,1.1874,15,0,0
2026-02-13 23:12:00,1.1874,1.18746,1.1874,1.18743,22,0,0
2026-02-13 23:13:00,1.18743,1.18748,1.18736,1.18737,21,0,0
2026-02-13 23:14:00,1.18738,1.18741,1.18737,1.1874,14,0,0
2026-02-13 23:15:00,1.1874,1.18746,1.1874,1.18746,8,0,0
2026-02-13 23:16:00,1.18746,1.18749,1.18743,1.18743,17,0,0
2026-02-13 23:17:00,1.18743,1.18748,1.18743,1.18748,8,0,0
2026-02-13 23:18:00,1.18748,1.18748,1.18747,1.18747,10,0,0
2026-02-13 23:19:00,1.18747,1.18751,1.18747,1.18751,12,0,0
2026-02-13 23:20:00,1.18751,1.18753,1.18748,1.18753,18,0,0
2026-02-13 23:21:00,1.18753,1.18753,1.18749,1.1875,25,0,0
2026-02-13 23:22:00,1.1875,1.1875,1.18741,1.18742,18,0,0
2026-02-13 23:23:00,1.18742,1.18742,1.18738,1.1874,11,0,0
2026-02-13 23:24:00,1.1874,1.18741,1.1874,1.1874,5,0,0
2026-02-13 23:25:00,1.18739,1.18739,1.18731,1.18731,38,0,0
2026-02-13 23:26:00,1.18731,1.18733,1.18728,1.18729,13,0,0
2026-02-13 23:27:00,1.18729,1.18733,1.1872099999999999,1.18733,25,0,0
2026-02-13 23:28:00,1.18733,1.18738,1.18732,1.18735,18,0,0
2026-02-13 23:29:00,1.18735,1.18739,1.1873,1.18734,35,0,0
2026-02-13 23:30:00,1.18739,1.18739,1.18725,1.18725,18,0,0
2026-02-13 23:31:00,1.18725,1.18731,1.18722,1.18731,18,0,0
2026-02-13 23:32:00,1.18731,1.18731,1.18723,1.18726,19,0,0
2026-02-13 23:33:00,1.18726,1.18726,1.1872099999999999,1.18723,32,0,0
2026-02-13 23:34:00,1.18723,1.18723,1.1871800000000001,1.18719,18,0,0
2026-02-13 23:35:00,1.18719,1.18719,1.18711,1.18717,16,0,0
2026-02-13 23:36:00,1.18717,1.1872099999999999,1.18714,1.18714,18,0,0
2026-02-13 23:37:00,1.18715,1.18715,1.18708,1.18708,19,0,0
2026-02-13 23:38:00,1.18708,1.1871,1.18691,1.18691,19,0,0
2026-02-13 23:39:00,1.18691,1.18691,1.1868400000000001,1.18691,18,0,0
2026-02-13 23:40:00,1.18689,1.18692,1.18687,1.18688,12,5,0
2026-02-13 23:41:00,1.18688,1.18695,1.18688,1.18692,9,5,0
2026-02-13 23:42:00,1.18692,1.18692,1.18686,1.18687,10,5,0
2026-02-13 23:43:00,1.18687,1.1869,1.18677,1.18678,19,5,0
2026-02-13 23:44:00,1.18678,1.1868,1.18672,1.18679,16,5,0
2026-02-13 23:45:00,1.18681,1.18689,1.18681,1.18688,14,5,0
2026-02-13 23:46:00,1.18688,1.1869,1.1868400000000001,1.18688,22,5,0
2026-02-13 23:47:00,1.18688,1.18693,1.18688,1.18692,18,5,0
2026-02-13 23:48:00,1.18692,1.18696,1.1869,1.1869,20,5,0
2026-02-13 23:49:00,1.1869,1.18692,1.18685,1.18689,19,5,0
2026-02-13 23:50:00,1.1869,1.18692,1.18687,1.18689,20,5,0
2026-02-13 23:51:00,1.1869,1.1869,1.18679,1.18679,35,5,0
2026-02-13 23:52:00,1.18679,1.18687,1.18678,1.18679,18,5,0
2026-02-13 23:53:00,1.18679,1.18682,1.18671,1.18671,17,5,0
2026-02-13 23:54:00,1.18671,1.18681,1.18671,1.18675,38,14,0
2026-02-13 23:55:00,1.18674,1.18677,1.18666,1.18675,34,16,0
2026-02-13 23:56:00,1.18675,1.18681,1.18674,1.18681,24,16,0
